id,sex,weight,svl
BGS-2668,F,45.2,35.9
BGS-2669,F,39.6,32.775
BGS-2670,M,26.45,32
BGS-2671,M,25.9,34.6
BGS-2672,F,9.2,22.8
BGS-2673,F,15,26.5
BGS-2674,M,14.4,27.1
BGS-2675,M,30,35.7
BGS-2676,M,31,35.8
BGS-2677,F,46.725,36.75
BGS-2678,F,29,33.5
BGS-2679,F,34.7,35.65
BGS-268,F,40.42,37.775
BGS-2680,M,26.05,31.3
BGS-2681,F,28.96666667,30.5
BGS-2682,F,35.32,33.44
BGS-2683,F,17.5,27.6
BGS-2684,F,9,21.5
BGS-2685,F,42.4,35
BGS-2686,M,25.4,33.5
BGS-2687,F,10.8,22.8
BGS-2688,F,34,34.2
BGS-2689,F,32.9,31.4
BGS-2690,F,43,37.5
BGS-2691,F,49,37.7
BGS-2692,F,50,37.5
BGS-2693,F,62.2,40.5
BGS-2694,F,5.1,18.2
BGS-2695,F,59.4,40.5
BGS-2696,M,28.7,34
BGS-2697,F,39.4,34.7
BGS-2698,F,39.5,34.525
BGS-2699,M,25.9,33.9
BGS-2700,F,32.2,32.8
BGS-2701,F,68.55,40.75
BGS-2702,M,31,37
BGS-2703,F,39.95,35.5
BGS-2704,M,8.5,21.9
BGS-2705,F,12.95,23.85
BGS-2706,F,30.56666667,34.1
BGS-2707,F,29.2,22.8
BGS-2708,F,43.3,36.9
BGS-2709,F,69.4,44
BGS-270b,F,39.325,36.075
BGS-2710,M,9.7,22.2
BGS-2711,F,12.6,24.4
BGS-2712,M,21.73333333,31.8
BGS-2713,M,8.5,21.3
BGS-2714,F,54.5,39.1
BGS-2715,F,36.9,33.8
BGS-2716,F,18.25,27.85
BGS-2717,M,15.5,26.6
BGS-2718,F,44.51428571,34.91428571
BGS-2719,M,17.4,27.5
BGS-2720,F,12.4,24.5
BGS-2721,F,39.5,35.5
BGS-2722,M,11.5,23.8
BGS-2723,F,80.5,41.8
BGS-2724,F,15,26.3
BGS-2725,F,31.66,33.24
BGS-2726,F,32.73333333,32.36666667
BGS-2727,F,18.5,27.65
BGS-2728,F,49.4,36.8
BGS-2729,M,25,31.1
BGS-2730,F,58,41.5
BGS-2731,F,46.4,37.5
BGS-2732,F,52.4,38.5
BGS-2733,F,31.9,32.6
BGS-2734,F,35.7,31.72
BGS-2735,F,8.9,20.5
BGS-2736,M,11.9,24
BGS-2737,F,12.9,23.3
BGS-2738,M,25.4,33
BGS-2739,M,10.9,23.6
BGS-2740,M,6.8,20.2
BGS-2741,F,44.28888889,36.87777778
BGS-2742,F,45.2,37.6
BGS-2743,M,32,35.5
BGS-2744,M,16,28
BGS-2745,F,64,38
BGS-2746,M,16.5,28
BGS-2747,M,13,23.6
BGS-2748,M,15,25.4
BGS-2749,F,12.9,23.7
BGS-275,M,25,35
BGS-2750,F,45.2,36.5
BGS-2751,F,43.425,35.8
BGS-2752,F,15,26
BGS-2753,F,29.06,32.86666667
BGS-2754,M,28.95,37.75
BGS-2755,F,45.7,35.9
BGS-2756,F,43.4,36.4
BGS-2757,F,10.8,22.8
BGS-2758,F,64.3,40.05
BGS-2759,F,8.6,22.3
BGS-2760,M,12.6,26
BGS-2761,M,27.9,33.4
BGS-2762,M,36.3875,36.3
BGS-2763,F,45.7,36.5
BGS-2764,F,45.175,37.5875
BGS-2765,M,29.45,32.9
BGS-2766,F,38.8,35.05
BGS-2767,F,51,36.3
BGS-2768,F,21.5,30.8
BGS-2769,F,15.2,26.6
BGS-2770,M,18,28.4
BGS-2771,F,43.4,33.7
BGS-2772,M,23,29.8
BGS-2773,M,15.5,27.5
BGS-2774,M,25,32.5
BGS-2775,M,8.2,22.2
BGS-2776,M,14.8,26.5
BGS-2777,M,32.7,36
BGS-2778,M,15,27.8
BGS-2779,F,21,29.7
BGS-2780,M,30,34
BGS-2781,M,25.4,32.2
BGS-2782,F,85,43.6
BGS-2783,M,15,27.5
BGS-2784,M,24.4,30.3
BGS-2785,M,46.4,37.3
BGS-2786,M,14.4,25.05
BGS-2787,F,38.7,33
BGS-2788,F,60.5,40.1
BGS-2789,F,41.2,35.4
BGS-2790,F,41,33.3
BGS-2791,M,26.9,34
BGS-2792,F,16.9,27.1
BGS-2793,F,20.6,29.1
BGS-2794,M,25.5,31.6
BGS-2795,F,49.4,35.4
BGS-2796,M,22.4,32.8
BGS-2797,M,31.4,32
BGS-2798,F,15.4,26.9
BGS-2799,F,20.7,29.6
BGS-28,F,59.2,30.3
BGS-2800,F,36.64,32.68
BGS-2801,F,16.9,25.3
BGS-2802,F,20.7,27.15
BGS-2803,F,42.5,22.5
BGS-2804,M,11.5,24.2
BGS-2805,M,22.4,30.1
BGS-2806,M,18,28.8
BGS-2807,F,67.05,41.025
BGS-2808,F,58.26,37.38
BGS-2809,M,13.9,26.6
BGS-2810,F,24.35,30.2
BGS-2811,M,16.6,27.8
BGS-2812,M,30,33.1
BGS-2813,F,19,28.05
BGS-2814,M,18.4,29.8
BGS-2815,F,16.9,28.1
BGS-2816,M,44.4,38.5
BGS-2817,F,26.4,32
BGS-2818,M,16.4,27.8
BGS-2819,F,15,26.6
BGS-282,M,26,33.53333333
BGS-2820,F,53.1,39.55
BGS-2821,F,60,37.6
BGS-2822,M,18.9,29.9
BGS-2823,M,25.2,30.75
BGS-2824,F,22,32.3
BGS-2825,M,17,28.5
BGS-2826,F,45,35.8
BGS-2827,F,21.5,29.9
BGS-2828,F,61.4,38
BGS-2829,M,36.33333333,36.6
BGS-283,F,46,37.5
BGS-2830,M,25.4,32.1
BGS-2831,M,20,28.7
BGS-2832,M,37.4,35.5
BGS-2833,M,23.4,30.5
BGS-2834,F,49.8,37.1
BGS-2835,F,38.95,33
BGS-2836,M,15.9,27
BGS-2837,M,14.9,28.7
BGS-2838,M,19,30
BGS-2839,M,44.9,37.5
BGS-2840,F,58.4,42.2
BGS-2841,M,20.9,30
BGS-2842,M,22.83333333,30.13333333
BGS-2843,M,23,29.1
BGS-2844,F,44,39.2
BGS-2845,F,30.45,32.3
BGS-2846,M,33.4,36.2
BGS-2847,F,33.3,33.75
BGS-2848,M,18,31
BGS-2849,M,34.4,35.7
BGS-2850,M,25,30.5
BGS-2851,F,51.125,38.25
BGS-2852,M,27.4,34.7
BGS-2853,M,18,29.95
BGS-2854,F,10,21.1
BGS-2855,M,26,33.8
BGS-2856,F,9.5,23.3
BGS-2857,F,11.8,25.15
BGS-2858,M,13.5,25.3
BGS-2859,M,22.5,30.9
BGS-2860,F,15.7,27
BGS-2861,F,13.4,24.4
BGS-2862,F,13,25
BGS-2863,F,13.5,25.2
BGS-2864,M,14.4,24.7
BGS-2865,M,17.6,27.83333333
BGS-2866,F,10.8,23.4
BGS-2867,F,10.7,24.7
BGS-2868,F,10,22.9
BGS-2869,M,10.5,23.6
BGS-2870,F,8.8,22.6
BGS-2871,M,10.96666667,24.2
BGS-2872,M,20.6,29
BGS-2873,F,8.85,22.1
BGS-2874,F,26.85,30.65
BGS-2875,M,9.5,23.2
BGS-2876,M,20,29.5
BGS-2877,M,8.9,22.3
BGS-2878,F,7.4,21.6
BGS-2879,M,19,22.5
BGS-288,F,58.6,43.7
BGS-2880,M,23.7,33.6
BGS-2881,M,18.9,22.2
BGS-2882,M,18.76666667,29.93333333
BGS-2883,M,20,32
BGS-2884,F,15.23333333,25.63333333
BGS-2885,F,18.4,29.4
BGS-2886,M,20.1,33.5
BGS-2887,M,27,34.5
BGS-2888,M,16.2,30.6
BGS-2889,F,9.2,24.6
BGS-2890,M,15.6,27.6
BGS-2891,M,8.6,21.9
BGS-2892,M,28,36.4
BGS-2893,M,16,28.5
BGS-2894,F,8.5,22.5
BGS-2895,F,11.4,26
BGS-2896,M,12.55,24.0375
BGS-2897,M,9,22.8
BGS-2898,F,8.4,23
BGS-2899,F,8.6,22.7
BGS-2900,F,28,33.5
BGS-2901,F,30.925,31.775
BGS-2902,M,11.7,26.1
BGS-2903,M,6.6,20.5
BGS-2904,M,9.7,23.2
BGS-2905,F,10.65,24.2
BGS-2906,M,22.9,35.1
BGS-2907,F,23,31.7
BGS-2908,F,38.2,34.35
BGS-2909,F,24.5,33
BGS-291,F,37.5,35.6
BGS-2910,F,43.9,37.9
BGS-2911,M,16.4,31.1
BGS-2912,F,7.1,21.5
BGS-2913,M,9.5,22.1
BGS-2914,F,26.8,33.6
BGS-2915,F,6.1,21.5
BGS-2916,M,21,30.6
BGS-2917,M,15.8,28.7
BGS-2918,M,20,33.2
BGS-2919,M,13.35,25.9
BGS-2920,M,14.9,28.1
BGS-2921,M,11.13333333,24.7
BGS-2922,M,10.7,24.6
BGS-2923,M,20.1,31.8
BGS-2924,F,29.4,32.1
BGS-2925,F,52,52
BGS-2926,M,23.8,34.05
BGS-2927,F,28.9,32.7
BGS-2928,M,10.73333333,23.26666667
BGS-2929,F,16.6,28.5
BGS-2930,F,38,33.55
BGS-2931,F,6.3,19.1
BGS-2932,F,31,31.2
BGS-2933,F,30.7,31.25
BGS-2934,F,10.3,22.3
BGS-2935,F,10.3,22.5
BGS-2936,F,14.7,24.8
BGS-2937,F,15.4,26.3
BGS-2938,F,44,35.7
BGS-2939,F,15.9,25.8
BGS-294,F,40.5,36.9
BGS-2940,M,18.775,28
BGS-2941,M,19.4,32.8
BGS-2942,F,12.6,27.2
BGS-2943,F,9.7,22.6
BGS-2944,M,5.8,18.9
BGS-2945,F,16,26.92
BGS-2946,F,28.9,32.8
BGS-2947,M,11.5,25.3
BGS-2948,F,36.05,34.8
BGS-2949,M,10.7,23.5
BGS-2950,F,9.6,22
BGS-2951,F,58.45,43.7
BGS-2952,M,20.8,31.3
BGS-2953,M,6.3,19.8
BGS-2954,F,7.7,21.4
BGS-2955,M,14.8,27.2
BGS-2956,M,14.7,27.8
BGS-2957,M,15.03333333,24.73333333
BGS-2958,M,15.5,27.15
BGS-2959,F,9,24.8
BGS-2960,M,8.8,23.5
BGS-2961,M,12.3,25.8
BGS-2962,F,15.425,26.725
BGS-2963,M,17.2,31
BGS-2964,F,12.2,25.8
BGS-2965,M,10.9,25.8
BGS-2966,F,10.1,24
BGS-2967,F,17.85,28
BGS-2968,F,14.2,25.8
BGS-2969,F,10.2,23.3
BGS-2970,F,48.7,35.7
BGS-2971,F,57.2,39.8
BGS-2972,F,9.3,22.3
BGS-2973,F,38,35.5
BGS-2974,M,8,21
BGS-2975,F,68,41.8
BGS-2976,F,37.2,35
BGS-2977,F,44.7,36.25
BGS-2978,M,12.7,24.7
BGS-2979,F,35.28,34.34
BGS-2980,M,11.8,23.8
BGS-2981,M,9,22.8
BGS-2982,F,42,37.1
BGS-2983,F,15.525,27.95
BGS-2984,F,29,33.5
BGS-2985,M,28.86666667,33.6
BGS-2986,M,24.1,33.15
BGS-2987,F,11.2,25.5
BGS-2988,M,17.2,30.8
BGS-2989,F,64.6,40.95
BGS-299,M,25.67142857,35.41428571
BGS-2990,M,11.8,25.2
BGS-2991,M,17.8,30.5
BGS-2992,F,29.7,34.1
BGS-2993,F,31.2,34.4
BGS-2994,M,7.5,21.9
BGS-2995,F,10.3,24.1
BGS-2996,M,9.8,23.15
BGS-2997,M,16.2,31
BGS-2998,M,21.4,32.6
BGS-2999,F,49.03333333,36.16666667
BGS-30,F,58.18,41.1
BGS-300,F,47.4,39.8
BGS-3000,M,13.2,26.7
BGS-3001,M,20.5,32.1
BGS-3002,F,10.9,26.7
BGS-3003,M,14.7,27.4
BGS-3004,M,12.2,26.1
BGS-3005,F,14.56666667,26.7
BGS-3006,F,42.7,34.65
BGS-3007,F,39.73333333,34.66666667
BGS-3008,F,7.2,21.5
BGS-3009,F,29.56666667,31.8
BGS-301,M,24.36666667,34.53333333
BGS-3010,M,10.75,23.6
BGS-3011,M,22.7,33.7
BGS-3012,M,19.7,28.2
BGS-3013,F,48.53333333,39.06666667
BGS-3014,F,44.7,38.6
BGS-3015,F,43.2,35.4
BGS-3016,F,35.7,32
BGS-3017,F,11.2,25.6
BGS-3018,F,9.2,22.3
BGS-3019,M,12.73333333,24.06666667
BGS-3020,F,14.8,25.7
BGS-3021,F,17.4,27.8
BGS-3022,M,14.8,25.6
BGS-3023,F,46.4,37.2
BGS-3024,M,15.86666667,27.36666667
BGS-3025,M,28.6,34.4
BGS-3026,M,20,31.1
BGS-3027,F,9,21.8
BGS-3028,M,21.1,31.7
BGS-3029,M,22.5,32.4
BGS-303,M,30.775,36.6
BGS-3030,M,20.7,31.6
BGS-3031,M,23,34.4
BGS-3032,F,9.2,24.1
BGS-3033,M,8.1,22
BGS-3034,M,31.2,36
BGS-3035,M,29.9,33.95
BGS-3036,F,27.33333333,32.7
BGS-3037,F,36.6,34.55
BGS-3038,M,16.2,26.5
BGS-3039,M,14.1,25.2
BGS-3040,M,14.1,7.5
BGS-3041,F,37.1,33.98333333
BGS-3042,F,37.6,33.3
BGS-3043,F,53.62,40.28
BGS-3044,F,9.6,22.5
BGS-3045,M,15,26.2
BGS-3046,F,47.6,34.7
BGS-3047,F,13.6,26.5
BGS-3048,F,17.7,27.7
BGS-3049,M,11,24.3
BGS-305,F,36.76666667,37.36666667
BGS-3050,F,51.35,36.725
BGS-3051,M,25.4,29.4
BGS-3052,F,13,25.2
BGS-3053,M,26.7,32
BGS-3054,F,38.65,33.1
BGS-3055,F,42.25,33.9
BGS-3056,M,12.6,24.7
BGS-3057,F,63.5,41.7
BGS-3058,F,46.77777778,37.01111111
BGS-3059,M,11.4,26.8
BGS-3060,M,18.2,28.9
BGS-3061,F,41.45,34.95
BGS-3062,M,16.9,27.65
BGS-3063,F,30.05,32.6
BGS-3064,F,14,26
BGS-3065,F,15.05,24.8
BGS-3066,F,12,24.7
BGS-3067,M,14.9,26.4
BGS-3068,F,53.25,36.25
BGS-3069,F,41.3,34.8
BGS-3070,F,48.4,38.8
BGS-3071,M,11.2,22.2
BGS-3072,F,42.9,36.85
BGS-3073,F,41.4,33.2
BGS-3074,M,26,33
BGS-3075,F,12,25.2
BGS-3076,M,19,27.8
BGS-3077,F,17.4,28.4
BGS-3078,F,15.2,24.6
BGS-3079,F,34,31
BGS-3080,M,23.5,29.55
BGS-3081,F,24.6,31.9
BGS-3082,F,52.7,38.7
BGS-3083,M,19.55,27.9
BGS-3084,M,18.8,29.6
BGS-3085,M,15.9,27.6
BGS-3086,M,23.3,31.33333333
BGS-3087,M,39.15,38.25
BGS-3088,F,76,40.7
BGS-3089,F,42.2,35.7
BGS-3090,M,16.4,30.7
BGS-3091,M,16.5,27.3
BGS-3092,F,18.4,30.2
BGS-3093,F,44.4,35.9
BGS-3094,F,49.4375,36.7
BGS-3095,F,45.2,36.5
BGS-3096,M,16.7,29.35
BGS-3097,M,14.3,25.6
BGS-3098,M,10.6,23.6
BGS-3099,F,53.4,37
BGS-31,F,66.60833333,45.98333333
BGS-3100,M,13.6,23.6
BGS-3101,M,15.3,25
BGS-3102,F,11.3,24.8
BGS-3103,M,21.8,29.8
BGS-3104,M,18.9,28
BGS-3105,M,15.1,27.5
BGS-3106,F,22.7,29
BGS-3107,M,18.4,28.7
BGS-3108,F,15.4,26.7
BGS-3109,M,24.4,32.3
BGS-3110,M,12.8,26.5
BGS-3111,M,24,32
BGS-3112,M,13.8,26.5
BGS-3113,F,9.4,23.3
BGS-3114,F,11.2,24.7
BGS-3115,F,27.8,30.2
BGS-3116,M,13,26.3
BGS-3117,M,37.6,38.1
BGS-3118,F,29.1,31.75
BGS-3119,F,19.4,27.8
BGS-3120,M,12.5,24.8
BGS-3121,F,11.2,24.2
BGS-3122,F,56.5,34.6
BGS-3123,M,19,27.6
BGS-3124,F,29.4,30.93333333
BGS-3125,F,54,37.9
BGS-3126,M,21.5,29.4
BGS-3127,M,27.8,32
BGS-3128,M,20.9,27.9
BGS-3129,F,49.32,35.92
BGS-313,M,18.96,31.74
BGS-3130,F,23.6,31
BGS-3131,F,11.9,23.6
BGS-3132,F,42,33.9
BGS-3133,F,12.7,26.8
BGS-3134,F,42.8,35.4
BGS-3135,M,18.7,27.7
BGS-3136,M,27.3,29.95
BGS-3137,M,30.9,33
BGS-3138,F,17.2,26.7
BGS-3139,F,10.5,25.4
BGS-3140,M,16.2,27.3
BGS-3141,M,18.5,28.4
BGS-3142,F,59.2,38.3
BGS-3143,M,10,25.9
BGS-3144,M,21.7,29.2
BGS-3145,F,55.4,38.1
BGS-3146,F,15.2,27
BGS-3147,F,43.7,35.2
BGS-3148,F,55.4,39.5
BGS-3149,M,44.7,37.7
BGS-315,M,31.5,37.2
BGS-3150,F,18.5,28.45
BGS-3151,F,13.3,27.5
BGS-3152,F,17.4,28
BGS-3153,M,17.7,28.3
BGS-3154,F,17.2,28.7
BGS-3155,F,13.2,28.8
BGS-3156,F,41.9,35
BGS-3157,F,21.7,31.13333333
BGS-3158,F,29.1,32.66666667
BGS-3159,M,12.7,25.8
BGS-3160,F,12.8,25.7
BGS-3161,M,20,26.8
BGS-3162,F,17.2,27.8
BGS-3163,M,20.55,29.75
BGS-3164,F,77.2,39.2
BGS-3165,F,72.2,40.4
BGS-3166,F,21.5,29.8
BGS-3167,F,22.3,29.8
BGS-3168,F,55.2,37
BGS-3169,F,17.4,29.4
BGS-317,F,42.9,36.925
BGS-3170,M,14.1,26.6
BGS-3171,F,34.6,32.5
BGS-3172,M,23.6,31.75
BGS-3173,F,22.5,33
BGS-3174,M,17.7,27.8
BGS-3175,M,18.6,26.2
BGS-3176,F,17,30.2
BGS-3177,F,28.15,32.75
BGS-3178,M,21.9,31
BGS-3179,F,16.6,28.3
BGS-318,F,39.35,36.225
BGS-3180,M,24,32.7
BGS-3181,F,19.2,28.4
BGS-3182,M,22,31
BGS-3183,F,24.8,32
BGS-3184,F,38.6,34.65
BGS-3185,M,27.4,31.9
BGS-3186,M,23.1,31.9
BGS-3187,F,25.5,32.7
BGS-3188,F,27.2,32.5
BGS-3189,F,40.66666667,35.3
BGS-319,M,19.5,33
BGS-3190,F,14.2,27.2
BGS-3191,M,29.7,35.1
BGS-3192,M,24.3,31.7
BGS-3193,F,44,35.7
BGS-3194,M,18.8,29.7
BGS-3195,M,27.1,31.2
BGS-3196,M,37.6,36.1
BGS-3197,F,53.7,36
BGS-3198,F,45.6,36.4
BGS-3199,F,17.5,28.4
BGS-3200,M,17.6,30.5
BGS-3201,M,27.6,32.3
BGS-3202,F,68.475,38.125
BGS-3203,M,16.2,27
BGS-3204,F,22.4,31.3
BGS-3205,M,15.6,27
BGS-3206,F,25.2,31.5
BGS-3207,F,19.3,30.4
BGS-3208,M,20.6,28.8
BGS-3209,F,33.9,34.2
BGS-3210,F,31.4,33.3
BGS-3211,M,26.1,32.3
BGS-3212,M,24.2,32.6
BGS-3213,M,24.1,32.5
BGS-3214,M,28.4,32
BGS-3215,F,22.7,32.5
BGS-3216,F,21.2,32.1
BGS-3217,M,31.5,36.5
BGS-3218,F,36.4,38.6
BGS-3219,F,25.4,32.3
BGS-3220,M,14.6,28
BGS-3221,M,20.1,31.8
BGS-3222,F,40,37
BGS-3223,F,24.3,31.4
BGS-3224,F,46.5,37.95
BGS-3225,M,28.45,36.25
BGS-3226,F,12.3,24.5
BGS-3227,F,8.9,21.7
BGS-3228,M,20.7,30.7
BGS-3229,F,39.2,36.8
BGS-3230,F,30.2,36.6
BGS-3231,F,28,35.4
BGS-3232,M,27.05,35.475
BGS-3233,F,25.2,34.2
BGS-3234,F,24.6,33.8
BGS-3235,M,16.6,32.5
BGS-3236,M,19.2,32.5
BGS-3237,M,31.2,34.84285714
BGS-3238,F,23.4,32.3
BGS-3239,F,24.7,34.2
BGS-324,F,72.5,45
BGS-3240,M,22.2,34.8
BGS-3241,M,25.2,32.4
BGS-3242,F,22.2,32.8
BGS-3243,M,22.56666667,34.1
BGS-3244,M,15.7,32.3
BGS-3245,F,25.4,33.6
BGS-3246,F,23.5,33.6
BGS-3247,M,10.1,24.4
BGS-3248,F,33.8,37.4
BGS-3249,M,26.7,35
BGS-3250,M,21.45,32.15
BGS-3251,M,27,36.6
BGS-3252,M,20,30.4
BGS-3253,F,12.2,26.6
BGS-3254,M,16.4,30.6
BGS-3255,F,34.53333333,32.7
BGS-3256,F,36.8,33.7
BGS-3257,F,29.4,36.4
BGS-3258,M,15.45,30.65
BGS-3259,M,16.95,30.7
BGS-3260,M,32.1,34.5
BGS-3261,F,31.4,33.95
BGS-3262,M,20.2,31.2
BGS-3263,F,30.97142857,33.2
BGS-3264,F,31.2,32.5
BGS-3265,M,23.2,33.6
BGS-3266,F,10.1,24.1
BGS-3267,M,27,36.6
BGS-3268,F,9,21.9
BGS-3269,M,9.3,23.3
BGS-3270,F,38.86666667,34.76666667
BGS-3271,M,22.7,34.6
BGS-3272,M,18.2,28.4
BGS-3273,M,9.2,22
BGS-3274,F,36,34
BGS-3275,M,24.6,34.6
BGS-3276,F,37.8,34
BGS-3277,M,9.7,24.5
BGS-3278,M,23.7,33.1
BGS-3279,F,9.8,23.1
BGS-3280,M,10.1,23.8
BGS-3281,F,9.3,21.1
BGS-3282,M,16.425,27.475
BGS-3283,F,26,30.9
BGS-3284,F,44.95,38.8
BGS-3285,M,14.06666667,26.16666667
BGS-3286,F,12.675,26
BGS-3287,F,57.6,37.9
BGS-3288,M,25.1,32.35
BGS-3289,M,18.25,28.4
BGS-329,M,16.66666667,30.3
BGS-3290,F,40.35714286,35.37142857
BGS-3291,M,27.5,34.5
BGS-3292,M,38.3,36.1
BGS-3293,M,10.25,23
BGS-3294,F,8.9,20.5
BGS-3295,M,25,33.6
BGS-3296,F,28.2,31.6
BGS-3297,F,9.8,22.75
BGS-3298,M,9.1,22.6
BGS-3299,M,29,31.7
BGS-3300,M,26.23333333,33.9
BGS-3301,M,11.2,23.6
BGS-3302,F,37.7,34.7
BGS-3303,F,9.2,21.5
BGS-3304,F,38.2,37.2
BGS-3305,M,9.4,24.4
BGS-3306,M,25.2,32.2
BGS-3307,F,40.7,37
BGS-3308,M,33.91666667,37.42
BGS-3309,F,55.35,39.95
BGS-331,M,23.35,33.85
BGS-3310,F,10.4,22.6
BGS-3311,F,50.85,36.05
BGS-3312,F,50.6,37.4
BGS-3313,M,15.86,27.18
BGS-3314,M,14.1,26.5
BGS-3315,M,30.7,33.7
BGS-3316,M,13.65,26.8
BGS-3317,F,50.36666667,37.4
BGS-3318,F,12.1,24.85
BGS-3319,F,32.1,30.93333333
BGS-3320,F,41.1,32.7
BGS-3321,M,14.2,25.7
BGS-3322,F,9.45,23.9
BGS-3323,F,47.1,37.8
BGS-3324,M,10.1,24.1
BGS-3325,F,13.1,23.6
BGS-3326,F,9.7,24.7
BGS-3327,M,29,35
BGS-3328,F,9.9,24.7
BGS-3329,F,46.9,39.4
BGS-333,M,30.8,36.7
BGS-3330,F,9.1,23
BGS-3331,M,9.6,25
BGS-3332,M,10.1,23.9
BGS-3333,F,52.7,36.7
BGS-3334,F,45,36.5
BGS-3335,M,15.1,28.3
BGS-3336,F,29.86,32.6
BGS-3337,F,61,38.9
BGS-3338,M,17.9,29.2
BGS-3339,F,89,43
BGS-334,M,20.3,31.85
BGS-3340,F,41.375,34.8
BGS-3341,F,41.3,36.2
BGS-3342,M,21.36666667,31.5
BGS-3343,F,16,29.2
BGS-3344,F,50.85,37.55
BGS-3345,F,50,36.8
BGS-3346,M,11.4,23.7
BGS-3347,M,12.7,24.7
BGS-3348,M,10.8,23.5
BGS-3349,M,12.2,23.8
BGS-3350,M,9.5,23.9
BGS-3351,F,20.3,29.15
BGS-3352,F,73.2,41.4
BGS-3353,F,10.1,24.9
BGS-3354,M,10.2,23.9
BGS-3355,M,9.4,23.5
BGS-3356,M,32.15,34.4
BGS-3357,F,53.1,39.75
BGS-3358,M,10.2,24.2
BGS-3359,M,15.625,27.275
BGS-3360,F,42.35454545,35.48181818
BGS-3361,F,25.16,29.24
BGS-3362,F,16.4,28.4
BGS-3363,F,13.8,25.5
BGS-3364,F,47,34
BGS-3365,F,54.35,39.175
BGS-3366,F,52.7,38.5
BGS-3367,M,29.1,31.3
BGS-3368,M,32.9,32.8
BGS-3369,F,63.5,39.5
BGS-337,F,36.73333333,36.13
BGS-3370,F,17.6,27.5
BGS-3371,F,39,35.5
BGS-3372,F,9.9,24.4
BGS-3373,F,9.8,23
BGS-3374,F,13.8,25
BGS-3375,F,15.1,27.2
BGS-3376,F,52,39.5
BGS-3377,F,55,40.6
BGS-3378,F,65.25,41.25
BGS-3379,F,39.2,34.8
BGS-3380,F,10.5,27.1
BGS-3381,F,50.65,38.775
BGS-3382,F,15.2,27.8
BGS-3383,F,28.9,33.8
BGS-3384,F,59,40
BGS-3385,M,17.34,29.7
BGS-3386,F,17.825,29.1
BGS-3387,F,54.35,37.8
BGS-3388,M,12.8,26.5
BGS-3389,M,33.7,36
BGS-339,F,51.5,38.23333333
BGS-3390,M,20,29.1
BGS-3391,F,32.63333333,34.1
BGS-3392,F,48.2,34
BGS-3393,F,38.7,34.2
BGS-3394,F,43.2,35.2
BGS-3395,F,54,27.5
BGS-3396,M,12.4,26.5
BGS-3397,M,31.375,35.45
BGS-3398,F,65,38.7
BGS-3399,M,18,29.8
BGS-340,F,36.25,35
BGS-3400,F,20.5,31.1
BGS-3401,F,30.8,33.1
BGS-3402,F,46.2,36.2
BGS-3403,F,16.7,27.3
BGS-3404,M,14.3,28.2
BGS-3405,M,25.4,32
BGS-3406,F,52,43.5
BGS-3407,F,47.9,35.8
BGS-3408,M,22.95,32.5
BGS-3409,F,38.7,36.7
BGS-3410,F,19.05,30.55
BGS-3411,M,21.8,31.5
BGS-3412,F,44.7,35
BGS-3413,F,58.2,36.3
BGS-3414,M,20.2,29.2
BGS-3415,M,17.9,31.2
BGS-3416,M,14.3,28.7
BGS-3417,M,36.55,39.35
BGS-3418,F,25.2,32.8
BGS-3419,F,24.7,33
BGS-3420,F,28,35
BGS-3421,F,16.05,26.95
BGS-3422,F,12.2,25.2
BGS-3423,M,11,23.5
BGS-3424,M,26.2,33.2
BGS-3425,M,20,31
BGS-3426,F,63.5,40.75
BGS-3427,M,27.875,34.575
BGS-3428,F,26.5,35.8
BGS-3429,F,52.9,41.4
BGS-3430,M,13.2,27
BGS-3431,M,11.7,24.3
BGS-3432,M,21.4,31.2
BGS-3433,M,21.4,34
BGS-3434,M,23.4,33.6
BGS-3435,M,10.4,24.2
BGS-3436,M,9.8,22.8
BGS-3437,M,11.6,25.1
BGS-3438,M,9.4,23.6
BGS-3439,M,8.7,22.9
BGS-3440,M,10.8,25.2
BGS-3441,F,41.05,35.73333333
BGS-3442,F,11.95,24.5
BGS-3443,M,16.35,28.375
BGS-3444,M,16.7,27.05
BGS-3445,F,9.6,26.3
BGS-3446,F,48.2,41.4
BGS-3447,M,9.6,25.8
BGS-3448,F,41.96666667,36.36666667
BGS-3449,M,10.9,24.95
BGS-345,M,24,34.8
BGS-3450,M,9,24.5
BGS-3451,M,9.7,25.5
BGS-3452,F,9.05,22.4
BGS-3453,M,12.8,24.8
BGS-3454,M,11.2,25.8
BGS-3455,M,18.5,33.2
BGS-3456,F,41,43.5
BGS-3457,M,20,33.2
BGS-3458,M,20,33.5
BGS-3459,M,20,33.6
BGS-346,M,29.8,34.6
BGS-3460,M,8.2,22.3
BGS-3461,M,27.75,34.45
BGS-3462,F,14.5,27.7
BGS-3463,M,18,29.5
BGS-3464,F,38.63333333,35.33333333
BGS-3465,F,9.7,23.4
BGS-3466,M,7.65,22.05
BGS-3467,F,8.3,22.5
BGS-3468,F,11.2,25.6
BGS-3469,F,13.7,28.4
BGS-3470,M,26.43333333,33.36666667
BGS-3471,M,10.5,23.3
BGS-3472,F,35.7,35.5
BGS-3473,F,13.06666667,26.2
BGS-3474,M,12.8,27.7
BGS-3475,M,20.96666667,29.9
BGS-3476,M,31.26,35.68
BGS-3477,M,9.066666667,22.03333333
