source,target,weight,Age_Giver,Age_Recipient
Brtero,Budiur,1,122,53
Brtero,Budiur,1,122,53
Lomeom,Budiur,1,NA,30
Sineie,Budiur,1,73,53
Lomeom,Budiur,1,NA,52
Lomeom,Budiur,1,NA,52
Lomeom,Budiur,1,NA,29
Lomeom,Budiur,1,NA,29
Lomeom,Budiur,1,NA,52
Lomeom,Budiur,1,NA,53
Brtero,Budiur,1,122,53
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,26
Sineie,Caonam,1,50,3
Mbmeba,Caonam,1,NA,26
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,3
Thiahe,Caonam,1,57,3
Mbmeba,Caonam,1,NA,26
Mbmeba,Caonam,1,NA,4
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,3
Mbmeba,Caonam,1,NA,4
Mbmeba,Caonam,1,NA,4
Mbmeba,Caonam,1,NA,4
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,4
Sineie,Caonam,1,50,3
Mbmeba,Caonam,1,NA,26
Mbmeba,Caonam,1,NA,4
Mbmeba,Caonam,1,NA,26
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,26
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,4
Mbmeba,Caonam,1,NA,27
Mbmeba,Caonam,1,NA,4
Brtero,Chadha,1,121,40
Brtero,Chadha,1,98,17
Brtero,Chadha,1,99,17
Brtero,Chadha,1,99,17
Brtero,Chadha,1,122,41
Brtero,Chadha,1,99,17
Brtero,Chadha,1,99,17
Brtero,Chadha,1,122,40
Brtero,Chadha,1,99,17
Brtero,Chadha,1,121,40
Brtero,Chadha,1,99,17
Brtero,Chadha,1,97,16
Brtero,Chadha,1,99,17
Brtero,Chadha,1,122,41
Brtero,Chadha,1,99,18
Brtero,Chadha,1,99,17
Brtero,Chadha,1,122,40
Brtero,Chadha,1,99,17
Brtero,Chadha,1,98,16
Brtero,Chadha,1,122,40
Brtero,Chadha,1,99,18
Brtero,Chadha,1,99,18
Brtero,Chadha,1,122,40
Brtero,Chadha,1,122,40
Brtero,Chadha,1,99,17
Brtero,Chadha,1,98,17
Brtero,Chadha,1,122,40
Brtero,Chadha,1,122,40
Brtero,Chadha,1,98,17
Brtero,Chadha,1,98,17
Brtero,Chadha,1,98,17
Brtero,Chadha,1,121,40
Sineie,Chadha,1,49,16
Brtero,Chadha,1,98,16
Brtero,Chadha,1,98,16
Brtero,Chadha,1,122,40
Brtero,Chadha,1,99,17
Thiahe,Chadha,1,57,18
Brtero,Chadha,1,122,40
Brtero,Chadha,1,98,17
Brtero,Chadha,1,122,40
Brtero,Chadha,1,99,17
Brtero,Chadha,1,121,40
Brtero,Chadha,1,99,17
Brtero,Chadha,1,97,16
Brtero,Chadha,1,98,17
Brtero,Chadha,1,98,16
Sineie,Chadha,1,50,17
Brtero,CJJDJD,1,97,97
Lomeom,CJJDJD,1,NA,99
Lomeom,CJJDJD,1,NA,99
Etiath,CJJDJD,1,54,98
Brtero,CJJDJD,1,97,97
Brtero,CJJDJD,1,99,99
Brtero,CJJDJD,1,98,98
Addede,CJJDJD,1,141,98
Nieyia,CJJDJD,1,NA,99
Brtero,CJJDJD,1,97,97
Brtero,CJJDJD,1,98,97
Nieyia,CJJDJD,1,NA,98
Lomeom,CJJDJD,1,NA,97
Lomeom,CJJDJD,1,NA,97
Nieyia,CJJDJD,1,NA,97
Lomeom,CJJDJD,1,NA,97
Brtero,CJJDJD,1,98,98
Brtero,CJJDJD,1,98,97
Lomeom,CJJDJD,1,NA,99
Thiahe,CJJDJD,1,57,99
Lomeom,CJJDJD,1,NA,98
Lomeom,CJJDJD,1,NA,97
Sineie,CJJDJD,1,50,98
Nieyia,CJJDJD,1,NA,98
Sheyhe,CJJDJD,1,83,97
Lomeom,CJJDJD,1,NA,97
Lomeom,CJJDJD,1,NA,99
Brtero,CJJDJD,1,98,98
Brtero,CJJDJD,1,97,97
Thiahe,CJJDJD,1,57,99
Nieyia,CJJDJD,1,NA,99
Etiath,CJJDJD,1,55,99
Brtero,CJJDJD,1,99,99
Nieyia,CJJDJD,1,NA,98
Brtero,CJJDJD,1,98,98
Lomeom,CJJDJD,1,NA,97
Lomeom,CJJDJD,1,NA,97
Brtero,CJJDJD,1,97,97
Sineie,Etiath,1,50,54
Brtero,Etiath,1,122,78
Addede,Etiath,1,164,77
Addede,Etiath,1,141,54
Faoyat,Etiath,1,56,54
Addede,Etiath,1,141,54
Brtero,Etiath,1,122,78
Addede,Etiath,1,141,55
Nieyia,Etiath,1,NA,78
Addede,Etiath,1,164,77
Zaiaam,Etiath,1,55,78
Addede,Etiath,1,141,54
Addede,Etiath,1,141,54
Addede,Etiath,1,141,55
Sineie,Etiath,1,50,54
Sineie,Etiath,1,50,54
Zaiaam,Etiath,1,32,55
Faoyat,Etiath,1,56,54
Addede,Etiath,1,141,54
Addede,Etiath,1,164,78
Addede,Etiath,1,164,78
Addede,Etiath,1,141,54
Nieyia,Etiath,1,NA,77
Sineie,Etiath,1,73,78
Sineie,Etiath,1,49,54
Thiahe,Etiath,1,57,55
Addede,Etiath,1,140,54
Nieyia,Etiath,1,NA,77
Sineie,Etiath,1,73,78
Addede,Etiath,1,163,77
Thiahe,Etiath,1,80,78
Addede,Etiath,1,164,78
Addede,Etiath,1,163,77
Brtero,Etiath,1,122,78
Etiath,Faoyat,1,54,55
Orllrw,Faoyat,1,87,56
Thiahe,Faoyat,1,57,56
Thiahe,Faoyat,1,57,56
Thiahe,Faoyat,1,56,55
Sheyhe,Faoyat,1,84,55
Etiath,Faoyat,1,55,56
Orllrw,Faoyat,1,86,56
Etiath,Faoyat,1,55,56
Sheyhe,Faoyat,1,84,56
Orllrw,Faoyat,1,87,56
Brtero,Faoyat,1,99,56
Thiahe,Faoyat,1,57,56
Sheyhe,Hoerom,1,107,104
Brtero,Hoerom,1,122,104
Thiahe,Hoerom,1,80,104
Brtero,Hoerom,1,121,104
Mbmeba,Hoerom,1,NA,104
Brtero,Hoerom,1,121,104
Thiahe,Hoerom,1,80,104
Mbmeba,Hoerom,1,NA,104
Brtero,Hoerom,1,122,104
Mbmeba,Hoerom,1,NA,104
Mbmeba,Hoerom,1,NA,104
Brtero,Hoerom,1,121,104
Sineie,Hoerom,1,73,104
Brtero,Hoerom,1,122,104
Brtero,Hoerom,1,122,104
Mbmeba,Hoerom,1,NA,104
Brtero,Hoerom,1,122,104
Sineie,Hoerom,1,73,104
Lomeom,Hoerom,1,NA,104
Sineie,Hoerom,1,73,104
Brtero,Lomeom,1,97,NA
Sineie,Lomeom,1,50,NA
Brtero,Lomeom,1,98,NA
Zaiaam,Lomeom,1,32,NA
Sineie,Lomeom,1,49,NA
Sheyhe,Lomeom,1,108,NA
Sineie,Lomeom,1,50,NA
Addede,Lomeom,1,141,NA
Addede,Lomeom,1,164,NA
Brtero,Lomeom,1,121,NA
Etiath,Lomeom,1,54,NA
Sheyhe,Lomeom,1,107,NA
Budiur,Lomeom,1,53,NA
Sineie,Lomeom,1,73,NA
Sheyhe,Lomeom,1,85,NA
Addede,Lomeom,1,140,NA
Brtero,Lomeom,1,121,NA
Orllrw,Lomeom,1,87,NA
Sineie,Lomeom,1,73,NA
Sineie,Lomeom,1,73,NA
Brtero,Lomeom,1,97,NA
Sineie,Lomeom,1,73,NA
Sineie,Lomeom,1,49,NA
Addede,Lomeom,1,140,NA
Thiahe,Lomeom,1,80,NA
Budiur,Lomeom,1,53,NA
Mbmeba,Lomeom,1,NA,NA
Brtero,Lomeom,1,99,NA
Sheyhe,Lomeom,1,83,NA
Sheyhe,Lomeom,1,107,NA
Budiur,Lomeom,1,53,NA
Brtero,Lomeom,1,121,NA
Budiur,Lomeom,1,53,NA
Addede,Lomeom,1,164,NA
Brtero,Lomeom,1,97,NA
Budiur,Lomeom,1,53,NA
Brtero,Lomeom,1,98,NA
Brtero,Lomeom,1,97,NA
Nieyia,Lomeom,1,NA,NA
Sineie,Lomeom,1,73,NA
Budiur,Lomeom,1,53,NA
Budiur,Lomeom,1,53,NA
Budiur,Lomeom,1,52,NA
Addede,Lomeom,1,164,NA
Sineie,Lomeom,1,49,NA
Sineie,Lomeom,1,50,NA
Sineie,Lomeom,1,50,NA
Budiur,Lomeom,1,53,NA
Brtero,Lomeom,1,122,NA
Sineie,Lomeom,1,73,NA
Brtero,Lomeom,1,99,NA
Budiur,Lomeom,1,53,NA
Etiath,Lomeom,1,54,NA
Brtero,Lomeom,1,122,NA
Sineie,Lomeom,1,50,NA
Budiur,Lo18om,1,52,20
Lomeom,Lo18om,1,NA,20
Lomeom,Lo18om,1,NA,21
Lomeom,Lo18om,1,NA,21
Lomeom,Lo18om,1,NA,20
Budiur,Lo18om,1,53,20
Budiur,Lo18om,1,53,21
Budiur,Lo18om,1,53,21
Sineie,Lo18om,1,73,21
Budiur,Lo18om,1,53,21
Lomeom,Lo18om,1,NA,20
Lomeom,Lo18om,1,NA,21
Lomeom,Lo18om,1,NA,20
Lomeom,Lo18om,1,NA,20
Lomeom,Lo18om,1,NA,20
Sineie,Lo18om,1,73,21
Sineie,Mawial,1,50,10
Sineie,Mawial,1,50,10
Faoyat,Mawial,1,57,10
Sineie,Mawial,1,50,10
Nieyia,Mawial,1,NA,33
Nieyia,Mawial,1,NA,33
Chadha,Mawial,1,40,33
Nieyia,Mawial,1,NA,33
Nieyia,Mawial,1,NA,33
Etiath,Mawial,1,54,9
Orllrw,Mawial,1,87,10
Addede,Mawial,1,140,9
Nieyia,Mawial,1,NA,32
Sineie,Mawial,1,49,9
Faoyat,Mawial,1,55,9
Zaiaam,Mawial,1,32,10
Sineie,Mawial,1,49,9
Nieyia,Mawial,1,NA,9
Sineie,Mawial,1,50,10
Sineie,Mawial,1,50,10
Nieyia,Mawial,1,NA,33
Budiur,Mawial,1,30,10
Nieyia,Mawial,1,NA,33
Nieyia,Mawial,1,NA,33
Sineie,Mawial,1,49,9
Brtero,Mawial,1,97,8
Nieyia,Mawial,1,NA,10
Nieyia,Mawial,1,NA,33
Sineie,Mawial,1,50,10
Nieyia,Mawial,1,NA,10
Nieyia,Mawial,1,NA,33
Nieyia,Mawial,1,NA,8
Nieyia,Mawial,1,NA,10
Faoyat,Mawial,1,55,9
Etiath,Mawial,1,54,9
Nieyia,Mawial,1,NA,33
Sheyhe,Mbmeba,1,107,NA
Sheyhe,Mbmeba,1,108,NA
Sheyhe,Mbmeba,1,107,NA
Caonam,Mbmeba,1,27,NA
Brtero,Mbmeba,1,99,NA
Waceal,Mbmeba,1,NA,NA
Thiahe,Mbmeba,1,80,NA
Thiahe,Mbmeba,1,56,NA
Sheyhe,Mbmeba,1,107,NA
Sheyhe,Mbmeba,1,84,NA
Sheyhe,Mbmeba,1,107,NA
Thiahe,Mbmeba,1,57,NA
Sheyhe,Mbmeba,1,84,NA
Thiahe,Mbmeba,1,80,NA
Thiahe,Mbmeba,1,80,NA
Brtero,Mbmeba,1,98,NA
Sheyhe,Mbmeba,1,83,NA
Waceal,Mbmeba,1,NA,NA
Voreol,Mbmeba,1,NA,NA
Caonam,Mbmeba,1,3,NA
Thiahe,Mbmeba,1,56,NA
Lomeom,Mbmeba,1,NA,NA
Sheyhe,Mbmeba,1,83,NA
Thiahe,Mbmeba,1,57,NA
Sheyhe,Mbmeba,1,107,NA
Brtero,Mbmeba,1,98,NA
Budiur,Mbmeba,1,29,NA
Lomeom,Mbmeba,1,NA,NA
Hoerom,Mbmeba,1,104,NA
Brtero,Mbmeba,1,97,NA
Addede,Mbmeba,1,140,NA
Sheyhe,Mbmeba,1,83,NA
Addede,Mbmeba,1,141,NA
Sheyhe,Mbmeba,1,107,NA
Sh18he,Mbmeba,1,19,NA
Sheyhe,Mbmeba,1,85,NA
Thiahe,Mbmeba,1,56,NA
Sheyhe,Mbmeba,1,108,NA
Thiahe,Mbmeba,1,57,NA
Addede,Mbmeba,1,139,NA
Etiath,Mbmeba,1,77,NA
Zaiaam,Mbmeba,1,55,NA
Sheyhe,Mbmeba,1,108,NA
Waceal,Mbmeba,1,NA,NA
Hoerom,Mbmeba,1,104,NA
Zaiaam,Mbmeba,1,55,NA
Lomeom,Mbmeba,1,NA,NA
Thiahe,Mbmeba,1,80,NA
Sineie,Mbmeba,1,49,NA
Brtero,Mbmeba,1,97,NA
Thiahe,Mbmeba,1,57,NA
Thiahe,Mbmeba,1,80,NA
Sheyhe,Mbmeba,1,85,NA
Sheyhe,Mbmeba,1,108,NA
Voreol,Mbmeba,1,NA,NA
Mbmeba,Mb19ba,1,NA,2
Sineie,Nieyia,1,50,NA
Addede,Nieyia,1,164,NA
Budiur,Nieyia,1,29,NA
Budiur,Nieyia,1,29,NA
Thiahe,Nieyia,1,79,NA
Mawial,Nieyia,1,33,NA
Zaiaam,Nieyia,1,32,NA
CJJDJD,Nieyia,1,98,NA
Thiahe,Nieyia,1,57,NA
Mawial,Nieyia,1,33,NA
Mawial,Nieyia,1,33,NA
Etiath,Nieyia,1,77,NA
Budiur,Nieyia,1,29,NA
Etiath,Nieyia,1,55,NA
Zaiaam,Nieyia,1,32,NA
Brtero,Nieyia,1,99,NA
Mawial,Nieyia,1,33,NA
Budiur,Nieyia,1,30,NA
Thiahe,Nieyia,1,56,NA
Zaiaam,Nieyia,1,32,NA
Brtero,Nieyia,1,99,NA
Addede,Nieyia,1,163,NA
Brtero,Nieyia,1,97,NA
Zaiaam,Nieyia,1,32,NA
Mawial,Nieyia,1,33,NA
Addede,Nieyia,1,141,NA
Etiath,Nieyia,1,77,NA
Sheyhe,Nieyia,1,107,NA
Mawial,Nieyia,1,33,NA
Mawial,Nieyia,1,33,NA
Etiath,Nieyia,1,55,NA
Sheyhe,Nieyia,1,83,NA
Budiur,Nieyia,1,30,NA
Voreol,Nieyia,1,NA,NA
Budiur,Nieyia,1,30,NA
Mawial,Nieyia,1,32,NA
Addede,Nieyia,1,164,NA
Etiath,Nieyia,1,55,NA
Sheyhe,Nieyia,1,108,NA
Budiur,Nieyia,1,29,NA
Budiur,Nieyia,1,29,NA
Mawial,Nieyia,1,33,NA
Budiur,Nieyia,1,29,NA
Budiur,Nieyia,1,30,NA
Thiahe,Nieyia,1,57,NA
Addede,Nieyia,1,164,NA
Thiahe,Nieyia,1,57,NA
Thiahe,Nieyia,1,57,NA
Mawial,Nieyia,1,10,NA
Mawial,Nieyia,1,33,NA
Thiahe,Nieyia,1,56,NA
Sheyhe,Nieyia,1,107,NA
Mawial,Nieyia,1,33,NA
Etiath,Nieyia,1,77,NA
Zaiaam,Nieyia,1,32,NA
Mawial,Nieyia,1,33,NA
Zaiaam,Ni18ia,1,55,9
Nieyia,Ni18ia,1,NA,9
Nieyia,Ni18ia,1,NA,9
Etiath,Ni18ia,1,77,9
Budiur,Ni18ia,1,53,9
Nieyia,Ni18ia,1,NA,9
Nieyia,Ni18ia,1,NA,9
Nieyia,Ni18ia,1,NA,9
Nieyia,Ni18ia,1,NA,9
Nieyia,Ni18ia,1,NA,9
Mawial,Ni18ia,1,33,9
Zaiaam,Ni18ia,1,55,9
Nieyia,Ni18ia,1,NA,9
Nieyia,Ni18ia,1,NA,9
Mawial,Ni18ia,1,33,9
Mawial,Ni18ia,1,33,9
Faoyat,Orllrw,1,56,87
Brtero,Orllrw,1,98,86
Tooyol,Orllrw,1,76,87
Sheyhe,Orllrw,1,85,87
Thiahe,Orllrw,1,57,87
Sheyhe,Orllrw,1,84,86
Sheyhe,Orllrw,1,85,87
Thiahe,Orllrw,1,57,87
Zaiaam,Orllrw,1,32,86
Sheyhe,Orllrw,1,83,86
Sheyhe,Orllrw,1,84,86
Sheyhe,Orllrw,1,83,85
Orllrw,Sheyhe,1,87,85
Etiath,Sheyhe,1,78,108
Voreol,Sheyhe,1,NA,107
Nieyia,Sheyhe,1,NA,108
Mbmeba,Sheyhe,1,NA,108
Brtero,Sheyhe,1,98,84
Nieyia,Sheyhe,1,NA,108
Nieyia,Sheyhe,1,NA,108
Mbmeba,Sheyhe,1,NA,108
Thiahe,Sheyhe,1,56,84
Voreol,Sheyhe,1,NA,108
Brtero,Sheyhe,1,122,108
Brtero,Sheyhe,1,98,83
Nieyia,Sheyhe,1,NA,108
Lomeom,Sheyhe,1,NA,108
Mbmeba,Sheyhe,1,NA,107
Nieyia,Sheyhe,1,NA,108
Brtero,Sheyhe,1,99,85
Nieyia,Sheyhe,1,NA,107
Lomeom,Sheyhe,1,NA,107
Mbmeba,Sheyhe,1,NA,107
Orllrw,Sheyhe,1,87,85
Etiath,Sheyhe,1,78,108
Orllrw,Sheyhe,1,87,85
Mbmeba,Sheyhe,1,NA,107
Mbmeba,Sheyhe,1,NA,85
Sheyhe,Sheyhe,1,85,85
Tooyol,Sheyhe,1,76,84
Mbmeba,Sheyhe,1,NA,84
Thiahe,Sheyhe,1,57,85
Sheyhe,Sh18he,1,107,19
Mawial,Sh18he,1,33,19
Sheyhe,Sh18he,1,108,19
Sheyhe,Sh18he,1,107,18
Sheyhe,Sh18he,1,108,19
Sheyhe,Sh18he,1,107,18
Brtero,Sineie,1,121,72
Brtero,Sineie,1,99,50
Brtero,Sineie,1,122,73
Lomeom,Sineie,1,NA,49
Lomeom,Sineie,1,NA,50
Lomeom,Sineie,1,NA,73
Lomeom,Sineie,1,NA,73
Lomeom,Sineie,1,NA,50
Sh18he,Sineie,1,19,73
Brtero,Sineie,1,99,50
Lomeom,Sineie,1,NA,73
Lomeom,Sineie,1,NA,49
Thiahe,Sineie,1,57,50
Addede,Sineie,1,140,49
Etiath,Sineie,1,54,49
Brtero,Sineie,1,99,50
Lomeom,Sineie,1,NA,50
Lomeom,Sineie,1,NA,50
Brtero,Sineie,1,99,50
Brtero,Sineie,1,122,73
Budiur,Sineie,1,30,50
Lomeom,Sineie,1,NA,50
Brtero,Sineie,1,99,50
Lomeom,Sineie,1,NA,73
Lomeom,Sineie,1,NA,50
Brtero,Sineie,1,99,50
Budiur,Sineie,1,29,50
Brtero,Sineie,1,99,50
Brtero,Sineie,1,122,73
Budiur,Sineie,1,29,49
Sheyhe,Thiahe,1,85,57
Etiath,Thiahe,1,77,80
Sheyhe,Thiahe,1,84,57
Sineie,Thiahe,1,50,57
Faoyat,Thiahe,1,56,57
Etiath,Thiahe,1,77,80
Etiath,Thiahe,1,77,80
Sheyhe,Thiahe,1,84,56
Sineie,Thiahe,1,50,57
Brtero,Thiahe,1,122,80
Etiath,Thiahe,1,78,80
Sheyhe,Thiahe,1,107,80
Mbmeba,Thiahe,1,NA,80
Nieyia,Thiahe,1,NA,57
Nieyia,Thiahe,1,NA,80
Etiath,Thiahe,1,78,80
Etiath,Thiahe,1,54,56
Sheyhe,Thiahe,1,108,80
Orllrw,Thiahe,1,87,57
Brtero,Thiahe,1,122,80
Mbmeba,Thiahe,1,NA,57
Mbmeba,Thiahe,1,NA,57
Sheyhe,Thiahe,1,108,80
Etiath,Thiahe,1,77,80
Mbmeba,Thiahe,1,NA,80
Thiahe,Th19he,1,80,5
Sineie,Th19he,1,73,5
Zaiaam,Th19he,1,55,5
Thiahe,Th19he,1,80,5
Thiahe,Th19he,1,80,5
Thiahe,Th19he,1,80,5
Mbmeba,Th19he,1,NA,5
Thiahe,Th19he,1,80,5
Sineie,Togoog,1,49,3
Addede,Togoog,1,141,4
Sineie,Togoog,1,50,4
Addede,Togoog,1,141,3
Etiath,Togoog,1,54,3
Voreol,Togoog,1,NA,27
Zaiaam,Togoog,1,55,27
Addede,Togoog,1,141,4
Sineie,Togoog,1,50,3
Zaiaam,Togoog,1,55,27
Addede,Togoog,1,140,3
Addede,Togoog,1,164,27
Zaiaam,Togoog,1,55,26
Etiath,Togoog,1,54,3
Etiath,Togoog,1,55,4
Addede,Togoog,1,141,4
Etiath,Togoog,1,54,3
Sh18he,Togoog,1,19,27
Etiath,Togoog,1,55,4
Zaiaam,Togoog,1,31,3
Etiath,Togoog,1,55,4
Addede,Togoog,1,164,27
Mawial,Togoog,1,33,27
Sineie,Togoog,1,51,4
Sineie,Togoog,1,50,4
Etiath,Togoog,1,55,4
Thiahe,Togoog,1,56,3
Addede,Togoog,1,140,3
Addede,Togoog,1,141,4
Lomeom,Tooyol,1,NA,75
Sheyhe,Tooyol,1,84,76
Sheyhe,Tooyol,1,83,75
Thiahe,Tooyol,1,57,76
Thiahe,Tooyol,1,57,77
Sineie,Tooyol,1,50,76
Etiath,Tooyol,1,55,76
Etiath,Tooyol,1,54,75
Thiahe,Tooyol,1,57,76
Thiahe,Tooyol,1,56,75
Sineie,Tooyol,1,49,75
Addede,Voreol,1,140,NA
Mbmeba,Voreol,1,NA,NA
Addede,Voreol,1,139,NA
Mbmeba,Voreol,1,NA,NA
Addede,Voreol,1,141,NA
Mbmeba,Voreol,1,NA,NA
Brtero,Voreol,1,99,NA
Addede,Voreol,1,140,NA
Nieyia,Voreol,1,NA,NA
Lomeom,Voreol,1,NA,NA
Addede,Voreol,1,140,NA
Addede,Voreol,1,140,NA
Lomeom,Voreol,1,NA,NA
Sheyhe,Voreol,1,83,NA
Addede,Voreol,1,141,NA
Addede,Voreol,1,140,NA
Sheyhe,Voreol,1,107,NA
