focal,partner,simple_ratio,focal.sex,partner.sex,focal.age,partner.age
tilly,taylor,0.125,female,female,12.5174538,8.873374401
toni,taylor,0.102564103,female,female,10.58179329,8.873374401
trixie,taylor,0.108108108,female,female,23.58110883,8.873374401
violet,taylor,0.047619048,female,female,22.58179329,8.873374401
vis,taylor,0.023809524,male,female,9.32238193,8.873374401
zsabu,taylor,0.073170732,male,female,23.58110883,8.873374401
tilly,tess,0.051282051,female,female,12.5174538,15.58110883
toni,tess,0.394736842,female,female,10.58179329,15.58110883
trixie,tess,0.111111111,female,female,23.58110883,15.58110883
violet,tess,0.073170732,female,female,22.58179329,15.58110883
vis,tess,0.048780488,male,female,9.32238193,15.58110883
zsabu,tess,0.1,male,female,23.58110883,15.58110883
toni,tilly,0.102564103,female,female,10.58179329,12.5174538
trixie,tilly,0.108108108,female,female,23.58110883,12.5174538
violet,tilly,0.071428571,female,female,22.58179329,12.5174538
vis,tilly,0.047619048,male,female,9.32238193,12.5174538
zsabu,tilly,0.12195122,male,female,23.58110883,12.5174538
trixie,toni,0.083333333,female,female,23.58110883,10.58179329
violet,toni,0.073170732,female,female,22.58179329,10.58179329
vis,toni,0.12195122,male,female,9.32238193,10.58179329
zsabu,toni,0.1,male,female,23.58110883,10.58179329
violet,trixie,0.051282051,female,female,22.58179329,23.58110883
vis,trixie,0.051282051,male,female,9.32238193,23.58110883
zsabu,trixie,0.184210526,male,female,23.58110883,23.58110883
vis,violet,0.25,male,female,9.32238193,22.58179329
zsabu,violet,0.279069767,male,female,23.58110883,22.58179329
zsabu,vis,0.186046512,male,male,23.58110883,9.32238193
